HeartRate,Rhythm,PRInterval,QRS,Axis,STSegment,TWave,QTc,PWave,Class
40,Regular,0.29,0.15,-47,-0.7,Flat,369,Absent/Flutter,Critical
66,VF,0.18,0.08,10,-0.1,Tall,354,Normal,Critical
127,VF,0.23,0.08,-112,-1.99,Biphasic,394,Normal,Critical
104,PACs/PVCs,0.18,0.08,-24,-0.25,Deep Inverted,374,Enlarged/Biphasic,Critical
115,Regular,0.12,0.15,-102,1.81,Normal,374,Absent/Flutter,Critical
127,Regular,0.19,0.14,-72,0.29,Flat,406,Enlarged/Biphasic,Critical
77,Regular,0.3,0.1,42,-1.41,Flat,345,Enlarged/Biphasic,Critical
100,Regular,0.21,0.11,-98,1.03,Tall,419,Enlarged/Biphasic,Critical
124,VF,0.18,0.1,-67,-0.03,Mild Inverted,388,Normal,Critical
119,PACs/PVCs,0.18,0.14,-100,-1.35,Normal,451,Enlarged/Biphasic,Critical
90,Regular,0.23,0.14,-77,0.12,Normal,498,Normal,Critical
58,Regular,0.17,0.16,40,0.93,Tall,364,Enlarged/Biphasic,Critical
128,Regular,0.21,0.15,-40,-1.43,Deep Inverted,423,Normal,Critical
94,AFib,0.26,0.16,48,1.14,Normal,397,Absent/Flutter,Critical
74,Regular,0.29,0.11,-96,-0.62,Flat,434,Enlarged/Biphasic,Critical
109,VF,0.24,0.1,-9,1.02,Biphasic,457,Absent/Flutter,Critical
117,Irregular,0.12,0.15,92,0.74,Deep Inverted,483,Normal,Critical
77,AFib,0.2,0.11,101,-1.46,Flat,402,Normal,Critical
84,Regular,0.13,0.15,86,1.36,Mild Inverted,445,Absent/Flutter,Critical
91,VF,0.2,0.13,84,-1.56,Mild Inverted,417,Enlarged/Biphasic,Critical
121,Regular,0.15,0.14,-18,-1.91,Flat,352,Absent/Flutter,Critical
118,Regular,0.11,0.09,67,0.94,Deep Inverted,488,Normal,Critical
83,Irregular,0.22,0.11,130,-1.15,Flat,398,Enlarged/Biphasic,Critical
46,Regular,0.21,0.15,-64,1.08,Normal,461,Normal,Critical
46,Irregular,0.13,0.12,117,-0.63,Mild Inverted,412,Absent/Flutter,Critical
79,Regular,0.11,0.13,-47,0.22,Deep Inverted,406,Normal,Critical
64,AFib,0.17,0.14,11,0.78,Mild Inverted,460,Absent/Flutter,Critical
127,PACs/PVCs,0.3,0.11,-102,0.81,Normal,444,Absent/Flutter,Critical
97,Irregular,0.24,0.14,24,1.0,Mild Inverted,480,Normal,Critical
73,PACs/PVCs,0.26,0.13,-110,-1.72,Tall,497,Normal,Critical
51,VF,0.27,0.14,82,1.19,Mild Inverted,353,Enlarged/Biphasic,Critical
125,AFib,0.14,0.1,-53,0.39,Flat,466,Absent/Flutter,Critical
84,AFib,0.21,0.1,-66,-1.84,Mild Inverted,445,Absent/Flutter,Critical
62,VF,0.15,0.12,-42,1.52,Normal,466,Absent/Flutter,Critical
62,Regular,0.2,0.14,104,-1.74,Flat,355,Absent/Flutter,Critical
68,Regular,0.13,0.13,-84,-0.47,Flat,494,Normal,Critical
104,Irregular,0.16,0.08,103,-0.97,Biphasic,416,Normal,Risky
118,Irregular,0.18,0.11,87,1.77,Biphasic,417,Enlarged/Biphasic,Critical
109,AFib,0.19,0.13,-16,-0.53,Biphasic,369,Enlarged/Biphasic,Risky
82,VF,0.2,0.14,128,-0.83,Deep Inverted,450,Enlarged/Biphasic,Critical
65,Regular,0.17,0.16,129,1.03,Biphasic,379,Enlarged/Biphasic,Critical
86,AFib,0.28,0.11,98,0.24,Deep Inverted,340,Normal,Critical
93,PACs/PVCs,0.15,0.11,-59,-0.94,Biphasic,443,Normal,Risky
78,Regular,0.24,0.15,101,-1.06,Flat,400,Absent/Flutter,Critical
125,Irregular,0.17,0.15,-16,1.2,Deep Inverted,373,Enlarged/Biphasic,Critical
49,PACs/PVCs,0.23,0.1,111,-0.51,Biphasic,377,Absent/Flutter,Critical
109,PACs/PVCs,0.24,0.12,84,0.36,Tall,494,Normal,Critical
97,AFib,0.15,0.1,-73,1.35,Tall,412,Absent/Flutter,Critical
43,Irregular,0.16,0.12,-11,-0.36,Deep Inverted,402,Absent/Flutter,Critical
113,Regular,0.16,0.16,49,-1.87,Biphasic,425,Absent/Flutter,Critical
125,VF,0.26,0.11,-9,-1.68,Mild Inverted,458,Absent/Flutter,Critical
82,PACs/PVCs,0.18,0.09,41,-1.49,Mild Inverted,415,Enlarged/Biphasic,Critical
127,Regular,0.11,0.14,55,-0.89,Flat,445,Absent/Flutter,Critical
108,PACs/PVCs,0.19,0.11,13,1.78,Flat,362,Enlarged/Biphasic,Critical
103,Irregular,0.15,0.12,54,1.61,Deep Inverted,484,Enlarged/Biphasic,Critical
72,VF,0.28,0.1,-76,-1.32,Flat,396,Enlarged/Biphasic,Critical
125,AFib,0.11,0.14,42,1.25,Flat,362,Enlarged/Biphasic,Critical
51,Regular,0.27,0.13,119,-0.05,Mild Inverted,431,Absent/Flutter,Critical
58,Regular,0.15,0.14,-61,1.57,Deep Inverted,489,Absent/Flutter,Critical
49,Regular,0.16,0.11,77,0.22,Deep Inverted,361,Absent/Flutter,Critical
128,VF,0.28,0.1,-7,1.35,Biphasic,384,Enlarged/Biphasic,Critical
48,Regular,0.16,0.15,-58,-1.48,Tall,484,Enlarged/Biphasic,Critical
93,AFib,0.21,0.14,89,0.48,Deep Inverted,470,Normal,Critical
113,Regular,0.22,0.14,-20,0.52,Normal,364,Normal,Critical
114,VF,0.13,0.13,-100,0.18,Tall,386,Enlarged/Biphasic,Critical
116,VF,0.21,0.16,97,-1.39,Normal,359,Absent/Flutter,Critical
52,VF,0.24,0.16,57,-1.26,Mild Inverted,379,Enlarged/Biphasic,Critical
118,PACs/PVCs,0.18,0.14,99,0.85,Mild Inverted,386,Normal,Critical
46,PACs/PVCs,0.16,0.14,-4,-1.6,Tall,359,Absent/Flutter,Critical
108,PACs/PVCs,0.19,0.11,61,-0.67,Mild Inverted,398,Enlarged/Biphasic,Risky
119,PACs/PVCs,0.19,0.14,-107,-1.91,Normal,496,Normal,Critical
49,VF,0.29,0.13,-93,-1.82,Flat,369,Normal,Critical
109,Irregular,0.18,0.1,-2,1.48,Mild Inverted,403,Enlarged/Biphasic,Critical
62,Regular,0.16,0.13,54,0.97,Mild Inverted,409,Absent/Flutter,Critical
117,AFib,0.21,0.13,-80,1.75,Normal,461,Normal,Critical
45,Irregular,0.27,0.09,-13,1.53,Tall,380,Enlarged/Biphasic,Critical
67,PACs/PVCs,0.17,0.15,-27,1.22,Deep Inverted,466,Enlarged/Biphasic,Critical
122,VF,0.24,0.14,-110,-0.79,Mild Inverted,340,Enlarged/Biphasic,Critical
112,VF,0.12,0.08,80,0.57,Deep Inverted,480,Normal,Critical
103,Regular,0.12,0.15,-33,1.56,Biphasic,357,Enlarged/Biphasic,Critical
70,Irregular,0.13,0.12,76,1.21,Tall,449,Absent/Flutter,Critical
101,AFib,0.18,0.15,141,-1.61,Mild Inverted,340,Enlarged/Biphasic,Critical
74,AFib,0.15,0.08,134,1.34,Mild Inverted,367,Normal,Critical
42,Irregular,0.25,0.14,-84,1.94,Biphasic,454,Normal,Critical
61,PACs/PVCs,0.17,0.15,101,-1.64,Deep Inverted,371,Enlarged/Biphasic,Critical
122,PACs/PVCs,0.12,0.1,-73,1.87,Mild Inverted,358,Normal,Critical
42,VF,0.29,0.09,53,0.4,Deep Inverted,483,Absent/Flutter,Critical
62,Irregular,0.16,0.15,-74,0.67,Tall,371,Absent/Flutter,Critical
98,Irregular,0.24,0.1,74,1.91,Biphasic,443,Normal,Critical
124,AFib,0.17,0.15,-56,-0.64,Mild Inverted,459,Normal,Critical
107,VF,0.15,0.15,9,0.54,Biphasic,369,Enlarged/Biphasic,Critical
102,VF,0.18,0.1,80,1.26,Mild Inverted,491,Normal,Critical
76,Irregular,0.28,0.1,14,1.65,Biphasic,490,Absent/Flutter,Critical
47,VF,0.2,0.1,-95,1.85,Flat,357,Normal,Critical
47,AFib,0.22,0.08,-76,-0.69,Mild Inverted,488,Normal,Critical
110,Irregular,0.29,0.15,-4,0.16,Biphasic,378,Enlarged/Biphasic,Critical
41,Regular,0.14,0.09,-64,-0.67,Tall,455,Enlarged/Biphasic,Critical
63,VF,0.11,0.13,131,-1.51,Normal,433,Normal,Critical
116,Irregular,0.14,0.12,133,-1.04,Deep Inverted,358,Absent/Flutter,Critical
123,Regular,0.13,0.13,90,1.62,Mild Inverted,435,Enlarged/Biphasic,Critical
44,AFib,0.19,0.11,-76,-0.87,Deep Inverted,390,Enlarged/Biphasic,Critical
110,Irregular,0.29,0.16,-20,1.75,Mild Inverted,473,Absent/Flutter,Critical
94,Regular,0.18,0.16,137,1.05,Normal,375,Normal,Critical
97,AFib,0.11,0.09,-38,-0.59,Normal,373,Enlarged/Biphasic,Critical
96,Regular,0.21,0.13,56,-1.22,Normal,495,Normal,Critical
108,PACs/PVCs,0.28,0.14,101,-0.06,Deep Inverted,408,Absent/Flutter,Critical
76,VF,0.17,0.16,-19,-1.77,Normal,381,Normal,Critical
108,VF,0.29,0.14,-55,0.88,Biphasic,354,Absent/Flutter,Critical
95,PACs/PVCs,0.24,0.09,16,0.19,Biphasic,348,Enlarged/Biphasic,Critical
45,VF,0.16,0.14,-84,1.37,Normal,478,Enlarged/Biphasic,Critical
81,PACs/PVCs,0.23,0.1,-5,-0.88,Deep Inverted,431,Enlarged/Biphasic,Critical
85,Irregular,0.13,0.11,137,1.6,Flat,418,Normal,Critical
49,VF,0.17,0.14,-63,-0.96,Biphasic,419,Enlarged/Biphasic,Critical
47,PACs/PVCs,0.1,0.1,82,-1.88,Mild Inverted,354,Normal,Critical
97,Regular,0.15,0.1,-73,1.18,Normal,362,Enlarged/Biphasic,Critical
80,VF,0.28,0.11,-72,0.82,Deep Inverted,498,Absent/Flutter,Critical
60,AFib,0.22,0.14,49,0.98,Tall,449,Normal,Critical
107,AFib,0.12,0.13,-79,-0.56,Deep Inverted,456,Absent/Flutter,Critical
109,Irregular,0.29,0.14,-23,-1.41,Normal,413,Absent/Flutter,Critical
45,PACs/PVCs,0.14,0.1,43,-0.26,Deep Inverted,402,Absent/Flutter,Critical
108,Regular,0.28,0.14,-115,-0.19,Normal,425,Normal,Critical
85,PACs/PVCs,0.13,0.08,136,-0.61,Tall,392,Enlarged/Biphasic,Critical
57,Regular,0.29,0.11,-82,1.97,Mild Inverted,372,Normal,Critical
90,Irregular,0.12,0.14,-55,-0.23,Deep Inverted,351,Enlarged/Biphasic,Critical
67,VF,0.25,0.1,63,0.09,Mild Inverted,400,Normal,Risky
93,AFib,0.21,0.09,-21,-0.68,Flat,482,Enlarged/Biphasic,Critical
85,Irregular,0.22,0.16,-117,1.51,Mild Inverted,421,Absent/Flutter,Critical
91,Regular,0.24,0.12,-32,1.41,Mild Inverted,485,Normal,Critical
121,Irregular,0.13,0.16,24,0.92,Tall,481,Normal,Critical
87,VF,0.27,0.11,16,-1.84,Biphasic,389,Enlarged/Biphasic,Critical
43,AFib,0.2,0.1,89,1.95,Tall,349,Normal,Critical
84,VF,0.19,0.13,-95,-0.86,Tall,388,Absent/Flutter,Critical
73,VF,0.15,0.09,75,-0.7,Deep Inverted,377,Absent/Flutter,Critical
71,AFib,0.2,0.12,13,-1.03,Deep Inverted,342,Enlarged/Biphasic,Critical
122,AFib,0.19,0.11,-56,-0.87,Mild Inverted,449,Normal,Critical
116,PACs/PVCs,0.25,0.12,62,-0.37,Deep Inverted,454,Enlarged/Biphasic,Critical
100,AFib,0.2,0.14,96,0.38,Mild Inverted,496,Enlarged/Biphasic,Critical
111,Irregular,0.13,0.1,75,-0.16,Deep Inverted,397,Absent/Flutter,Critical
72,PACs/PVCs,0.24,0.14,29,-0.37,Normal,355,Normal,Critical
54,PACs/PVCs,0.26,0.14,-58,-1.76,Normal,384,Enlarged/Biphasic,Critical
47,VF,0.14,0.12,34,-0.55,Deep Inverted,423,Absent/Flutter,Critical
60,VF,0.19,0.08,-109,-1.15,Biphasic,489,Enlarged/Biphasic,Critical
123,Irregular,0.14,0.14,-13,-1.2,Biphasic,479,Normal,Critical
47,VF,0.19,0.12,55,-0.32,Biphasic,466,Enlarged/Biphasic,Critical
118,AFib,0.11,0.14,-88,0.36,Normal,462,Absent/Flutter,Critical
70,Regular,0.21,0.13,66,0.8,Biphasic,347,Normal,Critical
96,PACs/PVCs,0.23,0.16,-25,-0.88,Normal,402,Normal,Critical
69,VF,0.25,0.15,77,-1.65,Deep Inverted,413,Absent/Flutter,Critical
121,PACs/PVCs,0.26,0.1,-55,-0.35,Flat,404,Absent/Flutter,Critical
43,Irregular,0.28,0.1,131,-0.1,Normal,351,Normal,Critical
88,AFib,0.12,0.09,96,1.1,Biphasic,384,Absent/Flutter,Critical
113,Regular,0.18,0.09,19,1.79,Normal,493,Absent/Flutter,Critical
85,VF,0.12,0.12,37,1.02,Deep Inverted,441,Normal,Critical
84,AFib,0.14,0.15,110,1.53,Normal,421,Absent/Flutter,Critical
114,Irregular,0.14,0.15,-48,-1.4,Biphasic,403,Normal,Critical
110,Regular,0.13,0.16,115,1.2,Deep Inverted,498,Normal,Critical
42,Irregular,0.3,0.15,84,-0.03,Flat,416,Absent/Flutter,Critical
43,AFib,0.13,0.14,21,-1.11,Deep Inverted,490,Normal,Critical
119,Irregular,0.15,0.09,94,-1.96,Biphasic,421,Absent/Flutter,Critical
78,Regular,0.17,0.15,-12,1.88,Flat,412,Absent/Flutter,Critical
59,AFib,0.14,0.15,-86,0.75,Tall,486,Enlarged/Biphasic,Critical
58,Regular,0.13,0.1,0,-1.73,Flat,350,Absent/Flutter,Critical
53,Irregular,0.2,0.1,-67,0.71,Mild Inverted,408,Enlarged/Biphasic,Risky
128,Regular,0.2,0.15,-93,-1.6,Normal,457,Enlarged/Biphasic,Critical
88,Irregular,0.23,0.09,131,-0.07,Mild Inverted,362,Absent/Flutter,Critical
43,Regular,0.18,0.15,-20,-0.45,Mild Inverted,430,Enlarged/Biphasic,Critical
87,Irregular,0.25,0.15,-106,-0.5,Deep Inverted,498,Absent/Flutter,Critical
58,Regular,0.24,0.11,134,1.44,Biphasic,453,Absent/Flutter,Critical
72,PACs/PVCs,0.15,0.15,-33,-1.68,Normal,434,Absent/Flutter,Critical
48,Irregular,0.16,0.11,-46,1.42,Flat,396,Absent/Flutter,Critical
107,PACs/PVCs,0.17,0.11,138,0.64,Deep Inverted,353,Normal,Critical
110,AFib,0.18,0.13,93,0.4,Biphasic,414,Absent/Flutter,Critical
81,Regular,0.14,0.13,64,1.54,Mild Inverted,370,Normal,Critical
116,AFib,0.2,0.14,144,1.41,Deep Inverted,443,Absent/Flutter,Critical
101,PACs/PVCs,0.12,0.13,-67,1.89,Mild Inverted,364,Normal,Critical
74,AFib,0.21,0.11,74,-0.49,Mild Inverted,436,Absent/Flutter,Critical
68,AFib,0.17,0.15,8,-0.49,Biphasic,486,Normal,Critical
109,PACs/PVCs,0.27,0.14,-2,-1.63,Mild Inverted,408,Enlarged/Biphasic,Critical
111,PACs/PVCs,0.24,0.12,57,-1.31,Biphasic,424,Normal,Critical
40,PACs/PVCs,0.12,0.16,149,1.19,Mild Inverted,402,Absent/Flutter,Critical
119,Regular,0.19,0.13,88,0.54,Flat,392,Absent/Flutter,Critical
128,Regular,0.26,0.15,-76,-1.54,Mild Inverted,493,Normal,Critical
58,Regular,0.14,0.1,-87,-0.06,Mild Inverted,415,Normal,Risky
83,PACs/PVCs,0.22,0.11,64,1.74,Flat,498,Enlarged/Biphasic,Critical
83,Regular,0.19,0.1,99,1.09,Flat,437,Normal,Critical
69,Irregular,0.24,0.14,-2,1.48,Deep Inverted,437,Normal,Critical
46,Irregular,0.17,0.12,-15,-0.08,Normal,465,Enlarged/Biphasic,Critical
119,VF,0.19,0.12,-87,0.97,Deep Inverted,448,Absent/Flutter,Critical
96,Irregular,0.21,0.12,-60,-1.11,Tall,387,Normal,Critical
53,Irregular,0.23,0.1,14,-1.13,Flat,471,Normal,Critical
87,VF,0.17,0.15,-27,0.07,Normal,430,Enlarged/Biphasic,Critical
64,PACs/PVCs,0.16,0.15,139,-1.22,Mild Inverted,365,Absent/Flutter,Critical
70,AFib,0.29,0.1,93,-1.87,Biphasic,340,Absent/Flutter,Critical
40,AFib,0.12,0.12,-115,-0.9,Biphasic,375,Enlarged/Biphasic,Critical
81,PACs/PVCs,0.22,0.15,120,-0.04,Tall,453,Enlarged/Biphasic,Critical
116,VF,0.24,0.15,-110,-0.83,Tall,375,Absent/Flutter,Critical
85,AFib,0.19,0.09,68,1.93,Deep Inverted,419,Absent/Flutter,Critical
83,Irregular,0.18,0.09,3,0.02,Tall,354,Enlarged/Biphasic,Critical
111,VF,0.11,0.09,142,-1.65,Biphasic,469,Normal,Critical
78,AFib,0.29,0.12,-15,1.26,Deep Inverted,466,Normal,Critical
70,Irregular,0.24,0.16,-120,-1.1,Flat,458,Absent/Flutter,Critical
87,Regular,0.29,0.12,62,-0.57,Deep Inverted,365,Absent/Flutter,Critical
103,AFib,0.27,0.16,70,0.44,Tall,480,Enlarged/Biphasic,Critical
84,Regular,0.26,0.1,-40,-0.03,Tall,403,Normal,Critical
106,AFib,0.1,0.08,-29,-1.95,Deep Inverted,390,Normal,Critical
47,Regular,0.22,0.12,-21,0.45,Flat,482,Enlarged/Biphasic,Critical
98,VF,0.18,0.11,-74,-1.18,Flat,496,Normal,Critical
50,AFib,0.23,0.16,-76,-1.33,Biphasic,403,Enlarged/Biphasic,Critical
105,AFib,0.1,0.16,5,-1.17,Biphasic,354,Normal,Critical
50,PACs/PVCs,0.17,0.12,-117,-1.5,Mild Inverted,370,Absent/Flutter,Critical
64,Regular,0.26,0.14,143,0.37,Tall,455,Absent/Flutter,Critical
59,VF,0.27,0.09,97,0.05,Biphasic,423,Enlarged/Biphasic,Critical
47,PACs/PVCs,0.28,0.14,106,1.94,Biphasic,422,Absent/Flutter,Critical
46,PACs/PVCs,0.25,0.15,28,1.09,Normal,346,Enlarged/Biphasic,Critical
42,PACs/PVCs,0.21,0.13,-45,-0.16,Flat,378,Absent/Flutter,Critical
85,VF,0.15,0.13,-117,-1.39,Biphasic,433,Normal,Critical
123,Irregular,0.28,0.09,-89,-1.74,Mild Inverted,464,Enlarged/Biphasic,Critical
102,PACs/PVCs,0.27,0.11,9,-0.57,Normal,415,Enlarged/Biphasic,Critical
109,VF,0.14,0.14,53,1.08,Biphasic,370,Absent/Flutter,Critical
68,PACs/PVCs,0.29,0.12,83,-1.59,Normal,459,Absent/Flutter,Critical
97,VF,0.15,0.11,-111,-1.38,Mild Inverted,452,Normal,Critical
40,Irregular,0.3,0.14,-56,-1.92,Tall,463,Enlarged/Biphasic,Critical
116,VF,0.16,0.11,26,-0.87,Biphasic,347,Normal,Critical
58,VF,0.15,0.15,128,0.73,Deep Inverted,426,Normal,Critical
67,PACs/PVCs,0.27,0.1,103,-1.35,Mild Inverted,423,Enlarged/Biphasic,Critical
93,Regular,0.26,0.15,147,-1.25,Biphasic,391,Normal,Critical
116,VF,0.29,0.11,-47,-1.97,Deep Inverted,378,Absent/Flutter,Critical
75,VF,0.24,0.11,-73,0.8,Tall,374,Absent/Flutter,Critical
117,AFib,0.18,0.12,-59,0.21,Mild Inverted,416,Absent/Flutter,Critical
46,Irregular,0.27,0.14,-13,-1.78,Flat,470,Normal,Critical
103,Regular,0.29,0.13,122,-0.48,Biphasic,366,Enlarged/Biphasic,Critical
102,Irregular,0.27,0.16,-106,-1.39,Biphasic,364,Normal,Critical
46,VF,0.27,0.11,-60,-1.8,Flat,442,Normal,Critical
114,VF,0.21,0.09,79,0.14,Normal,491,Normal,Critical
67,Irregular,0.17,0.11,134,-1.96,Mild Inverted,405,Normal,Critical
118,VF,0.14,0.12,60,0.02,Deep Inverted,436,Enlarged/Biphasic,Critical
77,AFib,0.19,0.1,108,0.61,Deep Inverted,448,Enlarged/Biphasic,Critical
109,AFib,0.16,0.09,58,-0.01,Mild Inverted,408,Absent/Flutter,Critical
44,VF,0.19,0.12,-34,-1.43,Biphasic,354,Normal,Critical
90,Irregular,0.22,0.09,148,-0.35,Flat,358,Enlarged/Biphasic,Critical
67,AFib,0.2,0.12,-108,0.92,Deep Inverted,378,Normal,Critical
62,PACs/PVCs,0.17,0.11,-9,-1.98,Biphasic,353,Normal,Critical
51,AFib,0.25,0.1,-24,0.87,Flat,366,Normal,Risky
100,VF,0.27,0.15,-47,0.83,Tall,448,Normal,Critical
123,VF,0.13,0.13,25,0.55,Tall,493,Enlarged/Biphasic,Critical
48,PACs/PVCs,0.21,0.08,60,1.47,Mild Inverted,471,Enlarged/Biphasic,Critical
102,AFib,0.29,0.1,58,0.72,Normal,381,Enlarged/Biphasic,Critical
101,VF,0.19,0.14,71,1.75,Normal,415,Normal,Critical
72,Irregular,0.24,0.15,50,-0.64,Deep Inverted,371,Normal,Critical
121,Regular,0.24,0.16,-14,0.16,Flat,358,Absent/Flutter,Critical
43,Regular,0.24,0.09,103,-1.12,Tall,416,Normal,Critical
59,VF,0.23,0.15,135,-0.1,Tall,431,Enlarged/Biphasic,Critical
116,AFib,0.2,0.14,120,-0.47,Mild Inverted,377,Normal,Critical
103,VF,0.2,0.08,37,-0.91,Mild Inverted,354,Enlarged/Biphasic,Critical
119,AFib,0.18,0.11,-93,-1.4,Flat,415,Enlarged/Biphasic,Critical
61,VF,0.15,0.14,84,1.04,Mild Inverted,453,Normal,Critical
102,Irregular,0.15,0.1,25,1.05,Mild Inverted,421,Normal,Critical
79,Regular,0.25,0.09,-103,-1.62,Biphasic,340,Absent/Flutter,Critical
53,Irregular,0.11,0.14,-114,-0.99,Normal,380,Enlarged/Biphasic,Critical
40,Irregular,0.23,0.11,-49,1.05,Biphasic,361,Enlarged/Biphasic,Critical
77,AFib,0.21,0.08,-85,0.26,Mild Inverted,440,Enlarged/Biphasic,Risky
49,Irregular,0.2,0.1,-19,-0.57,Normal,429,Absent/Flutter,Critical
54,PACs/PVCs,0.21,0.16,28,-1.71,Flat,446,Absent/Flutter,Critical
66,Irregular,0.1,0.1,74,1.02,Flat,443,Absent/Flutter,Critical
71,VF,0.18,0.13,142,-1.44,Tall,497,Normal,Critical
111,VF,0.23,0.09,108,-0.13,Tall,444,Absent/Flutter,Critical
115,AFib,0.28,0.16,121,-0.93,Tall,366,Enlarged/Biphasic,Critical
65,Regular,0.26,0.09,-87,-1.32,Mild Inverted,466,Normal,Critical
99,Regular,0.18,0.11,-109,-0.49,Normal,349,Normal,Critical
107,Regular,0.23,0.15,6,-0.66,Mild Inverted,445,Normal,Critical
99,AFib,0.17,0.11,-60,-1.27,Tall,354,Absent/Flutter,Critical
94,AFib,0.14,0.08,49,1.82,Mild Inverted,481,Normal,Critical
83,Regular,0.14,0.12,9,0.91,Biphasic,413,Enlarged/Biphasic,Risky
67,PACs/PVCs,0.22,0.16,-64,-0.13,Mild Inverted,357,Normal,Critical
70,Irregular,0.23,0.13,-44,-0.14,Biphasic,447,Absent/Flutter,Critical
59,AFib,0.27,0.15,-97,-0.82,Biphasic,357,Normal,Critical
125,VF,0.17,0.15,-70,-1.57,Mild Inverted,405,Enlarged/Biphasic,Critical
80,PACs/PVCs,0.12,0.08,-37,-0.74,Deep Inverted,428,Normal,Critical
78,Irregular,0.24,0.11,-110,1.49,Normal,465,Enlarged/Biphasic,Critical
95,Regular,0.14,0.09,82,0.39,Tall,388,Absent/Flutter,Critical
52,Regular,0.28,0.12,34,-0.6,Mild Inverted,414,Enlarged/Biphasic,Critical
125,AFib,0.21,0.11,-70,0.09,Biphasic,373,Normal,Critical
94,Regular,0.21,0.13,-88,1.42,Normal,469,Normal,Critical
68,PACs/PVCs,0.1,0.11,-85,0.89,Normal,369,Absent/Flutter,Critical
72,Irregular,0.21,0.11,26,1.91,Biphasic,393,Normal,Critical
79,AFib,0.15,0.13,127,1.37,Normal,444,Normal,Critical
91,PACs/PVCs,0.27,0.1,49,0.39,Normal,390,Absent/Flutter,Critical
100,PACs/PVCs,0.29,0.13,-78,1.22,Tall,356,Enlarged/Biphasic,Critical
129,PACs/PVCs,0.17,0.09,32,1.48,Mild Inverted,432,Absent/Flutter,Critical
115,Irregular,0.24,0.15,54,1.61,Deep Inverted,445,Absent/Flutter,Critical
90,PACs/PVCs,0.22,0.08,122,-0.96,Mild Inverted,437,Normal,Critical
99,PACs/PVCs,0.27,0.12,-17,-1.8,Flat,496,Absent/Flutter,Critical
127,Irregular,0.18,0.14,-11,0.26,Flat,460,Enlarged/Biphasic,Critical
82,VF,0.26,0.11,-33,-0.04,Tall,438,Absent/Flutter,Critical
109,Regular,0.21,0.1,55,1.74,Normal,356,Absent/Flutter,Critical
88,PACs/PVCs,0.21,0.13,17,-1.75,Deep Inverted,358,Normal,Critical
85,PACs/PVCs,0.17,0.15,84,0.48,Biphasic,493,Absent/Flutter,Critical
62,VF,0.16,0.15,65,0.78,Tall,356,Normal,Critical
67,Regular,0.24,0.1,-68,-0.08,Deep Inverted,456,Absent/Flutter,Critical
120,Regular,0.26,0.16,-104,-0.06,Flat,348,Absent/Flutter,Critical
48,VF,0.28,0.11,77,-0.5,Normal,430,Enlarged/Biphasic,Critical
44,VF,0.12,0.11,62,-1.92,Deep Inverted,375,Absent/Flutter,Critical
121,Regular,0.14,0.15,-114,-0.25,Mild Inverted,406,Enlarged/Biphasic,Critical
124,Irregular,0.28,0.08,142,-1.57,Flat,428,Enlarged/Biphasic,Critical
69,VF,0.11,0.13,75,1.78,Flat,464,Absent/Flutter,Critical
119,VF,0.23,0.12,-14,-0.86,Flat,402,Absent/Flutter,Critical
110,AFib,0.2,0.11,41,0.32,Flat,487,Normal,Critical
45,PACs/PVCs,0.12,0.09,91,-0.17,Deep Inverted,384,Enlarged/Biphasic,Critical
49,AFib,0.18,0.12,-42,-1.14,Tall,489,Absent/Flutter,Critical
100,PACs/PVCs,0.14,0.13,66,0.9,Tall,427,Normal,Critical
59,PACs/PVCs,0.2,0.08,21,1.76,Tall,352,Normal,Critical
75,Irregular,0.25,0.09,-42,1.91,Deep Inverted,429,Enlarged/Biphasic,Critical
85,PACs/PVCs,0.1,0.09,132,-0.67,Tall,452,Absent/Flutter,Critical
111,Irregular,0.18,0.13,80,-0.12,Deep Inverted,460,Normal,Critical
84,AFib,0.12,0.14,67,1.52,Normal,436,Normal,Critical
120,PACs/PVCs,0.28,0.12,15,0.44,Normal,340,Normal,Critical
69,VF,0.14,0.09,-50,0.09,Flat,441,Absent/Flutter,Critical
125,PACs/PVCs,0.22,0.1,108,-0.3,Normal,479,Enlarged/Biphasic,Critical
41,Irregular,0.16,0.15,-38,0.22,Tall,384,Absent/Flutter,Critical
52,PACs/PVCs,0.15,0.14,-73,1.29,Biphasic,451,Normal,Critical
46,Irregular,0.29,0.12,-112,-0.57,Normal,446,Normal,Critical
52,Irregular,0.27,0.11,-12,-1.42,Biphasic,463,Absent/Flutter,Critical
47,Regular,0.27,0.13,114,-0.05,Normal,366,Normal,Critical
100,VF,0.28,0.14,66,1.23,Tall,487,Normal,Critical
118,PACs/PVCs,0.15,0.15,66,0.66,Mild Inverted,398,Absent/Flutter,Critical
51,Regular,0.13,0.09,-119,1.2,Mild Inverted,473,Normal,Critical
66,Regular,0.14,0.08,82,0.54,Biphasic,348,Normal,Critical
92,Irregular,0.27,0.15,110,-1.65,Deep Inverted,403,Absent/Flutter,Critical
117,Regular,0.13,0.12,-42,1.1,Tall,426,Enlarged/Biphasic,Critical
95,VF,0.15,0.14,137,-0.79,Normal,449,Absent/Flutter,Critical
123,AFib,0.14,0.14,47,1.98,Mild Inverted,466,Absent/Flutter,Critical
103,AFib,0.15,0.14,-6,-0.9,Flat,343,Absent/Flutter,Critical
114,Irregular,0.28,0.09,149,-0.96,Mild Inverted,428,Normal,Critical
